Company,GICS Sub-Industry, Industry (Exiobase) ,Environmental Intensity (Sales),Environmental Intensity (Op Inc), Total Environmental Cost , Working Capacity , Fish Production Capacity , Crop Production Capacity , Meat Production Capacity , Biodiversity , Abiotic Resources , Water production capacity (Drinking water & Irrigation Water) , Wood Production Capacity ,% Imputed,last_updated,id_code,country,actor_type,isin_id,race_to_zero_member,end_target,end_target_percentage_reduction,end_target_baseline_year,end_target_other,end_target_year,end_target_status,status_date,interim_target,end_target_text,interim_target_text,target_notes,source_url,gasses_coverage,territorial_emissions,consumption_emissions,international_aviation,international_shipping,scope_1,scope_2,scope_3,historical_emissions,coverage_notes,has_plan,plan_options,reporting_mechanism,equity,accountability,carbon_credit_offsets,carbon_credit_conditions,annual_revenue_billions
Volkswagen,Automobile Manufacturers,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.91%,-17.57%,"-2,588,059,454","-2,493,866,164","-581,141","-33,420,458","-7,661,921","-104,951","-3,719,400","-48,764,846","59,428",4%,9/24/22 9:31,COM-0177,DEU,Company,DE0007664005,No,Carbon neutral(ity),,,,2050,In corporate strategy,2021,Emissions reduction target,"""CO2 neutral company by 2050""","""Compared to 2015, the company wants to reduce the carbon footprint of its passenger cars and light commercial vehicles by 30% per vehicle by as early as 2025. To achieve this goal, offset action is also planned alongside carbon reduction measures and converting to renewable energies.""","""The Group’s previous target of reducing CO₂ emissions by 30% per vehicle between 2015 and 2025 remains an intermediate goal. Because this also includes climate projects offsetting carbon, it is not verified by the SBTi.""

The level of ambition for the decarbonization targets is considered a minimum requirement for the Group brands, which are also free to set higher targets themselves. For example, Volkswagen wants to reduce its CO₂ emissions per vehicle in the EU by 40% and significantly exceed the Group-wide target of 30% by 2030 (base year of 2018). Porsche aims to become a net carbon-neutral company by 2030.

Science based targets: https://sciencebasedtargets.org/companies-taking-action
https://www.volkswagen-newsroom.com/en/press-releases/science-based-targets-initiative-confirms-volkswagen-groups-climate-protection-targets-6434",https://www.volkswagenag.com/presence/nachhaltigkeit/documents/sustainability-report/2021/focus-topics/220310_VW_NB21_Decarbonization_EN.pdf,Carbon dioxide only,,,,,Yes,Yes,Yes,No,Interim target covers GHGs; end target covers CO2,Yes,"Information on the emission reductions expected from these measures within a certain time period|Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,Yes,Yes,No conditions specified,254.1
Volvo,Construction Machinery & Heavy Trucks,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.28%,-2.62%,"-127,048,565","-120,284,308","-26,740","-1,409,064","-317,210","-4,765","-273,118","-4,731,013","-2,347",20%,9/25/22 1:31,COM-0078,SWE,Company,SE0000115446,Yes,Net zero,,,,2050,In corporate strategy,2021,Other,Race to Zero: Net Zero 2050  -  Commit to achieve net zero CO2 emissions by 2050,,"https://www.volvogroup.com/en/sustainability/climate-goals-strategy.html

https://www.volvogroup.com/content/dam/volvo/volvo-group/markets/global/en-en/about-us/csr-and-sustainability/sustainability-targets/volvo-group-ghg-and-energy-verification-statement-2020.pdf",https://www.volvogroup.com/en/sustainability/climate-goals-strategy/reducing-carbon-emissions.html,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,"CO2, N2O, CH4, SF6, PFC, HFC and NF3 are included in the inventory.",Yes,Information on the emission reductions expected from these measures within a certain time period,Annual reporting,No,Not Specified,Not Specified,,36.8
Vopak,Oil & Gas Storage & Transportation,Transport via pipelines,-8.25%,-31.61%,"-115,901,302","-113,370,704","-29,884","-1,523,093","-356,811","-5,186",-375,"-627,604","12,354",0%,11/8/21 2:02,COM-0452,NLD,Company,,No,Climate neutral,,,,2050,Declaration / pledge,2020,No target,,,,https://www.vopak.com/sustainability,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,"Reduce emissions of volatile organic compounds, carbon dioxide, methane, and nitrous oxide.",No,,Annual reporting,No,No,Not Specified,,1.4
Vornado Realty,Office REITs ,"Financial intermediation, except insurance and pension funding (65)",-6.27%,-742.40%,"-114,165,942","-78,504,976","-18,200","-1,043,957","-244,712","-3,295","-1,566","-34,349,969",732,1%,5/19/22 17:26,COM-0356,USA,Company,US9290436024,No,Zero carbon,,,,2030,In corporate strategy,2020,Emissions reduction target,Vision 2030 is our commitment to reach carbon neutrality through a combination of emissions reductions and offsets from our buildings. ,"Our commitment includes a relative target to reduce 35% of our energy from non-renewable resources by 2026, below a 2009 base year,
Energy efficiency commitment to 50% by 2030 by reducing emission and the offset in the building 
","https://books.vno.com/books/zrnd/#p=1
https://esg.vno.com/",https://esg.vno.com/,Not Specified,,,,,Yes,Yes,Partial,No,,Yes,Information on the emission reductions expected from these measures within a certain time period,Annual reporting,No,Not Specified,Yes,No conditions specified,5.3
WEC Energy,Multi-Utilities,Production of electricity nec,-94.97%,-463.26%,"-7,144,427,553","-6,886,907,594","-1,609,681","-90,048,606","-21,094,716","-289,113","-1,137,658","-143,424,092","83,908",3%,6/29/22 13:06,COM-0302,USA,Company,,No,Net zero,,,,2050,In corporate strategy,2020,Emissions reduction target,,"""reduce carbon dioxide emissions 60% by 2025 and 80% by the end of 2030, compared to 2005 levels. We also plan to achieve net-zero methane emissions from our natural gas distribution system by the end of 2030""",,https://www.wecenergygroup.com/home/generation-reshaping-plan.htm,Not Specified,,,,,Yes,Not Specified,Not Specified,No,"https://www.wecenergygroup.com/csr/climate-report2021.pdf
Not clear if 'carbon emissions' means CO2 or CO2 and other GHGs (CO2 explicitly mentioned here: https://www.wecenergygroup.com/home/generation-reshaping-plan.htm but CO2e units used here https://www.wecenergygroup.com/csr/climate-report2021.pdf)

Scopes not mentioned in report; scope 1 mentioned in CDP report https://www.wecenergygroup.com/csr/cdp2020-climate-change.pdf",Yes,,Annual reporting,No,Not Specified,Not Specified,,7.5
Walgreens Boots Alliance,Drug Retail,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.43%,-10.27%,"-585,408,280","-572,627,389","-149,557","-7,627,495","-1,786,316","-25,918","-106,404","-3,140,657","55,457",10%,7/14/22 16:07,COM-0536,USA,Company,US9314271084,No,Emissions reduction target,30,2011,,2030,In corporate strategy,,Emissions intensity target,"At a global level, WBA has set a target for our GHG emissions reduction by 30 percent by the end of fiscal 2030 from a 2019 baseline.","Walgreens is supporting this commitment through improved heating, ventilation, air conditioning and refrigeration efficiency, conversions to LED lighting and using data to pinpoint areas for improvement. The Walgreens Intensity Target 1 has been calibrated to conform to the energy intensity reduction goal, which was disclosed as part of Walgreens commitment to the U.S. Department of Energy Better Buildings Challenge: https://www.walgreensbootsalliance.com/sites/www/files/2021-01/WBA_CDP_Climate_Change_Questionnaire_2020_26%20Aug.pdf","End target text from:
https://www.walgreensbootsalliance.com/news-media/our-stories/taking-next-step-healthier-planet",https://www.walgreensbootsalliance.com/sites/www/files/2021-01/WBA_CDP_Climate_Change_Questionnaire_2020_26%20Aug.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,"Most of our Scope 1 emissions - directly from sources controlled by the company - and Scope 2 emissions - resulting from purchased electricity, heat and steam consumed by the company - are related to energy use for light and heating. We report on business travel and downstream transportation and distribution, which are two categories of Scope 3 emissions - indirect emissions that are a consequence of company activities but occur from sources not owned or controlled by the company. However, our carbon footprint expands beyond these areas and includes other Scope 3 emissions, such as those from employee commuting and the fuel that consumers use to get to our stores. In fiscal 2020, we engaged a third party to estimate our Scope 3 emissions from other categories using fiscal 2019 data.",No,,Annual reporting,Yes,Not Specified,Not Specified,,138.5
Walmart,Hypermarkets & Super Centers,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.94%,-23.54%,"-4,936,501,852","-4,828,384,150","-1,348,011","-64,935,330","-15,208,543","-229,274","-407,348","-26,737,385","748,188",0%,6/22/22 21:19,COM-0147,USA,Company,US9311421039,Yes,Net zero,,,,2040,In corporate strategy,2020,Emissions reduction target,"Achieve zero emissions across global operations by 2040
https://corporate.walmart.com/esgreport/esg-issues/climate-change#metrics","Walmart commits to reduce absolute scopes 1 and 2 GHG emissions 35% by 2025 and 65% by 2030 from a 2015 base year. Walmart will also work to reduce CO2e emissions from upstream and downstream scope 3 sources by one billion tonnes between by 2030 from a 2015 base year.

The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C
https://sciencebasedtargets.org/companies-taking-action#table","1.5C Science Based target scopes 1 and 2
2C sbt for scope 3

Further targets to have 65% reduction by 2030.

https://www.walmartsustainabilityhub.com/media-library/document/zero-emissions-by-2040-white-paper/_proxyDocument?id=00000174-ad59-d343-a17d-bffd7bba0000",https://corporate.walmart.com/esgreport/esg-issues/climate-change,Carbon dioxide and other GHGs,,,,,Yes,Yes,No,No,"End Target Includes only Scope 2 (market-based) in its metrics

seperate target for scope 3:
Reduce or avoid one billion metric tons (MT) of scope 3 CO2e emissions by 2030. ",Yes,"Measures for all emission scopes that are covered by the target|Information on the emission reductions expected from these measures within a certain time period|Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,Yes,,No,,559.2
Waste Connections,Environmental & Facilities Services,Real estate activities (70),135.10%,806.93%,"7,415,452,346","7,262,519,537","-1,327,120","88,743,531","20,779,120","-14,464","-4,802","36,591,664","8,164,879",0%,10/18/21 10:44,COM-1281,CAN,Company,CA94106B1013,No,No target,,,,,,,No target,,,,https://cdn.wasteconnections.com/resources/documents/sustainability/2019+Sustainability+Report.pdf,Not Specified,,,,,,,,,,,,,,,,,5.4
Waste Management,Environmental & Facilities Services,Real estate activities (70),-32.50%,-182.40%,"-5,023,228,245","-4,908,340,487","-1,121,551","-65,229,018","-15,292,070","-204,127","-13,520","-33,023,640","-3,833",0%,6/16/22 11:25,COM-0269,USA,Company,US94106L1098,No,Science-based target,,,,2038,In corporate strategy,2020,Other,"Currently, the services we provide avoid three times (3X)
more GHG emissions than we generate in our operations. Our
2038 goal calls for avoiding even more—four times (4X) our
operating emissions. To achieve this goal, we aim to reduce
emissions from our landfills, fleet and electricity use, while
increasing the emissions-avoidance services that we provide
to our customers.","By 2025, we aim to have a fleet made up of 70% alternative fuel vehicles, of which 50% are fueled with renewable natural gas. Using renewable natural gas collected from our landfills has helped us achieve this goal ahead of schedule.

We have also set a goal to use 100% renewable energy at facilities we control. WM is working with our vendors to put new contracts in place to ensure we are purchasing 100% renewable electricity by 2025. We are on track to achieve or exceed these goals."," We have committed to
setting a Science Based Target Initiative
(SBTi)-approved goal in 2022.",https://sustainability.wm.com/downloads/WM_2021_SR.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Partial,,,Yes,,Annual reporting,No,Not Specified,Yes,No conditions specified,15.2
Wells Fargo,Diversified Banks,"Financial intermediation, except insurance and pension funding (65)",-0.20%,-0.98%,"-205,914,579","-197,752,729","-58,866","-2,622,714","-612,650","-9,743","-86,624","-4,811,775","40,523",19%,8/2/22 22:12,COM-0474,USA,Company,,Yes,Net zero,,,,2050,In corporate strategy,2021,No target,"a goal to achieve net-zero greenhouse gas emissions
— including financed emissions — by 2050
","Set and disclose interim targets for select carbonintensive portfolios — including the oil and gas
sectors, and power sector — no later than the
end of 2022.","Wells Fargo achieved carbon neutrality in our
operations (Scope 1 and Scope 2) in 2019
and again in 2020.",https://www08.wellsfargomedia.com/assets/pdf/about/corporate-responsibility/environmental-social-governance-report.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Partial,No,"Net zero goal includes Scope 1, Scope 2, and
relevant Scope 3 emissions, including Scope
3 category 15 emissions from investments or
financed emissions",Yes,Measures for all emission scopes that are covered by the target,Annual reporting,Yes,,Yes,Avoid social harm|Other conditions,85.9
Wesfarmers,General Merchandise Stores,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-2.50%,-28.53%,"-489,714,512","-477,848,200","-112,969","-6,398,484","-1,470,092","-20,216","-28,389","-3,849,063","12,902",6%,10/5/22 20:27,COM-0287,AUS,Company,AU000000WES1,No,Net zero,,,,2050,In corporate strategy,2020,Other,"'For WesCEF and Coregas, our aspiration is to achieve net zero Scope 1 and 2 emissions by 2050. For these businesses, the transition to net zero will take time, and we will invest and collaborate with others to support efforts to develop the new technologies that will drive the necessary transformation in these important sectors. For Industrial and Safety (ex-Coregas) we are targeting net zero Scope 1 and 2 emissions by 2050.' (p75, 2020)","'Our retail businesses are accelerating plans to reduce their emissions, targeting net zero Scope 1 and 2 emissions by 2030. Bunnings, Kmart Group and Officeworks will achieve this by improving their energy efficiency and moving to renewable power, while working simultaneously with suppliers and customers to better understand and then reduce Scope 3 emissions.' (p75, 2020)","2020-21 reports contain the same target
20 https://2020sustainability.wesfarmers.com.au/docs/default-source/sustainability-documents/wesfarmers_2020_climate-related_disclosure.pdf?sfvrsn=3ccd0bbb_10
21 https://2021sustainability.wesfarmers.com.au/docs/default-source/sustainability-documents/2108262200-wesfarmers-2021-climate-related-financial-disclosures.pdf?sfvrsn=7dd812bb_10

Additional source:
WesCEF recognises it has a role to play in addressing climate change and reducing its carbon footprint for current and future generations. WesCEF has always been an early adopter of emissions reduction technology. The installation of catalysts in its nitric acid plants from 2011 has resulted in a significant reduction in emissions. In the 2021 financial year, 742,000 tonnes of greenhouse gas emissions were avoided using this technology. As the largest emitter of carbon dioxide in the Wesfarmers Group, WesCEF currently emits approximately 880,000 tonnes a year of Scope 1 and 2 emissions, primarily from its Chemicals businesses. Reducing WesCEF's Carbon Footprint WesCEF aspires to net zero Scope 1 and 2 emissions by 2050, which it aims to achieve through investment in research, technology, energy and transport efficiency, and process optimisation. To ensure climate change is coordinated and managed across WesCEF, a Climate Change Policy was introduced this year, along with the formation of a dedicated Climate Opportunities team to lead the organisation’s development of a roadmap to achieve WesCEF’s emissions reduction target. Wide consultation with key internal and external stakeholders will inform the roadmap and when complete, the roadmap will guide WesCEF’s focus on abatement efforts. At present, no known cost-effective technologies exist for WesCEF to attain net zero emissions while maintaining Wesfarmers’ objective of providing a satisfactory return to shareholders. However, WesCEF also recognises there is considerable investment and innovation with respect to climate change and it expects rapid technology development in the coming years. As a result, the roadmap will be a living document that will evolve as technology develops. A range of climate change initiatives are also either underway or being investigated, including: becoming a founding member of the Australian Energy Transition Initiative, which involves other industrial giants as well as banks, superannuation companies and not-for-profit organisations, aiming to develop pathways and actions that can accelerate emissions reductions across whole supply chains sponsoring CSIRO research into carbon capture and utilisation options continuing to improve the abatement catalysts in our nitric acid plants which convert greenhouse gases into passive, inactive gases that are safe for the environment, to limit nitrous oxide emissions. To further understand its complete carbon footprint, WesCEF is expanding its reporting around Scope 3 emissions.
https://www.wesfarmers.com.au/sustainability/our-stories/Reducing-WesCEFs-carbon-footprint-story",https://2020sustainability.wesfarmers.com.au/docs/default-source/sustainability-documents/wesfarmers_2020_climate-related_disclosure.pdf?sfvrsn=3ccd0bbb_10,Carbon dioxide and other GHGs,,,,,Yes,Yes,No,No,Scope: 1+2 only (p75),Yes,,Annual reporting,No,Yes,Not Specified,,19.9
